2004/01,105
2004/02,127
2004/03,108
2004/04,103
2004/05,126
2004/06,98
2004/07,106
2004/08,133
2004/09,107
2004/10,141
2004/11,112
2004/12,120
2005/01,151
2005/02,125
2005/03,123
2005/04,124
2005/05,151
2005/06,119
2005/07,161
2005/08,128
2005/09,126
2005/10,168
2005/11,130
2005/12,139
2006/01,175
2006/02,143
2006/03,138
2006/04,170
2006/05,135
2006/06,137
2006/07,179
2006/08,147
2006/09,143
2006/10,192
2006/11,150
2006/12,205
2007/01,158
2007/02,164
2007/03,154
2007/04,197
2007/05,151
2007/06,153
2007/07,207
2007/08,162
2007/09,202
2007/10,169
2007/11,170
2007/12,234
2008/01,174
2008/02,177
2008/03,216
2008/04,173
2008/05,171
2008/06,218
2008/07,177
2008/08,222
2008/09,174
2008/10,176
2008/11,218
2008/12,200
2009/01,188
2009/02,189
2009/03,228
2009/04,188
2009/05,225
2009/06,183
2009/07,189
2009/08,234
2009/09,182
2009/10,186
2009/11,228
2009/12,202
2010/01,247
2010/02,202
2010/03,191
2010/04,190
2010/05,240
2010/06,193
2010/07,225
2010/08,284
2010/09,221
2010/10,278
2010/11,225
2010/12,254
2011/01,305
2011/02,244
2011/03,232
2011/04,240
2011/05,300
2011/06,249
2011/07,327
2011/08,259
2011/09,251
2011/10,326
2011/11,261
2011/12,279
2012/01,334
2012/02,266
2012/03,252
2012/04,327
2012/05,251
2012/06,259
2012/07,339
2012/08,262
2012/09,322
2012/10,255
2012/11,247
2012/12,348
2013/01,252
2013/02,264
2013/03,324
2013/04,259
2013/05,255
2013/06,337
2013/07,273
2013/08,272
2013/09,327
2013/10,266
2013/11,266
2013/12,364
2014/01,273
2014/02,277
2014/03,348
2014/04,279
2014/05,269
2014/06,344
2014/07,292
2014/08,353
2014/09,272
2014/10,273
2014/11,346
2014/12,313
2015/01,284
2015/02,298
2015/03,362
2015/04,286
2015/05,364
2015/06,300
2015/07,312
2015/08,384
2015/09,298
2015/10,298
2015/11,369
2015/12,335
2016/01,390
2016/02,321
2016/03,315
2016/04,308
2016/05,87
